angleX,angleY,angleZ,Time,
-0.25378418,-8.689362,-4.6511383,23:04:27,
-0.2218628,-8.71489,-4.7070007,23:04:27,
-0.14364624,-8.625504,-4.780426,23:04:27,
-0.21228027,-8.635086,-4.71817,23:04:27,
-0.23622131,-8.647858,-4.6607056,23:04:28,
-0.18675232,-8.706909,-4.644745,23:04:28,
-0.27134705,-8.73085,-4.622406,23:04:28,
-0.2809143,-9.062851,-4.600052,23:04:28,
-0.4564972,-9.672577,-3.3359222,23:04:29,
-0.44851685,-9.543289,-2.2569427,23:04:29,
0.6879425,-9.417191,-0.6735687,23:04:29,
1.2386017,-9.206497,0.9720459,23:04:29,
1.5546417,-9.070831,1.3583069,23:04:30,
1.8706665,-9.407623,1.8946075,23:04:30,
1.9871826,-9.7061,2.3463135,23:04:30,
1.5530396,-9.530518,1.5626221,23:04:30,
1.7030792,-9.533707,1.6695557,23:04:31,
1.9233398,-9.56723,1.9871826,23:04:31,
1.8243866,-9.675766,1.5849609,23:04:31,
1.6376343,-9.570419,1.722229,23:04:31,
1.8642883,-9.394852,1.4237518,23:04:32,
0.93214417,-6.667053,0.8204193,23:04:32,
0.4133911,-9.425171,0.5985565,23:04:32,
0.81721497,-8.671799,6.026993,23:04:33,
2.7293854,-6.6271515,7.4427795,23:04:33,
2.9975433,-7.0070343,5.9519806,23:04:34,
3.8706207,-6.3988953,6.3047333,23:04:34,
4.4484253,-4.9735565,7.1267395,23:04:34,
4.6591187,-5.029419,7.00383,23:04:34,
4.509079,-5.958374,6.2919617,23:04:35,
4.3350983,-6.935211,5.3167267,23:04:35,
4.349457,-7.33902,4.7899933,23:04:35,
4.3335114,-7.297531,4.9033203,23:04:35,
4.4069214,-7.275177,4.871399,23:04:36,
4.3813934,-7.3805237,4.7229614,23:04:36,
4.4548187,-7.364563,4.697418,23:04:36,
4.4468384,-7.3565826,4.6958313,23:04:36,
4.48674,-7.2911377,4.762863,23:04:37,
4.4723663,-7.313492,4.708603,23:04:37,
4.509079,-7.294342,4.7245636,23:04:37,
4.5282288,-7.2161255,4.826706,23:04:37,
4.550583,-7.166641,4.871399,23:04:38,
4.5218506,-6.7707977,5.460373,23:04:38,
4.761261,-5.8865356,6.1818237,23:04:38,
4.7213593,-5.3789673,6.789963,23:04:38,
4.963974,-9.335785,5.9232483,23:04:39,
3.4700012,-6.475525,7.7588043,23:04:39,
2.9177399,-5.980713,7.2783813,23:04:39,
3.3662567,-4.392563,7.932785,23:04:39,
3.784439,-4.1355896,8.023773,23:04:40,
4.035019,-4.193039,7.7779694,23:04:40,
3.8019867,-4.3175507,7.8561707,23:04:40,
4.050995,-4.2409363,7.773178,23:04:40,
4.0621643,-4.074936,7.8689423,23:04:41,
4.4723663,-3.9951172,7.698166,23:04:41,
4.3670197,-3.872223,8.19455,23:04:41,
3.648758,-3.1236267,7.950348,23:04:41,
3.5146942,-6.619171,7.5720673,23:04:42,
4.4292755,-6.3159027,6.497864,23:04:42,
5.1060333,-4.395752,7.318283,23:04:42,
5.0166473,-4.0717316,7.289551,23:04:42,
4.911316,-4.9528046,6.871353,23:04:43,
4.850647,-6.250458,5.6934204,23:04:43,
4.754883,-6.7372894,5.2433014,23:04:43,
4.783615,-6.8043213,5.1347656,23:04:43,
4.9591827,-6.5313873,5.3598175,23:04:44,
5.00708,-6.501053,5.3103333,23:04:44,
5.141144,-6.296753,5.477936,23:04:44,
5.1587067,-6.277603,5.4492035,23:04:44,
5.173065,-6.210556,5.503479,23:04:45,
5.197006,-6.1770477,5.529007,23:04:45,
5.2209473,-6.1515045,5.5417786,23:04:45,
5.2065887,-6.143524,5.551361,23:04:45,
5.1172028,-5.987091,5.7476807,23:04:46,
5.05336,-4.7724457,7.0118256,23:04:46,
4.8410797,-6.098831,5.985504,23:04:46,
2.426117,-9.014969,3.5258636,23:04:47,
3.5897064,-8.184982,3.9568176,23:04:47,
8.424393,-7.0341644,8.205719,23:04:47,
4.3877716,-2.0765686,6.4882812,23:04:47,
3.9520264,-3.741333,5.4029083,23:04:48,
1.2880859,-8.682983,1.2401886,23:04:48,
3.6822815,-7.881714,1.6216736,23:04:48,
7.1027985,-6.461151,-0.61450195,23:04:49,
6.6047974,-3.4747925,-0.52671814,23:04:49,
8.100372,-4.8091583,-1.4572754,23:04:49,
8.580826,-4.708603,-1.1715698,23:04:50,
7.8689423,-5.168289,-1.1891174,23:04:50,
8.293518,-4.940033,-1.1747589,23:04:50,
8.785126,-4.668701,-1.1236877,23:04:50,
8.39566,-4.71817,-0.99438477,23:04:51,
9.045288,-4.8650208,-0.8874512,23:04:51,
8.350983,-4.646347,-0.84594727,23:04:51,
8.593582,-4.805969,-1.1763458,23:04:51,
8.384491,-4.799576,-1.3503265,23:04:52,
8.481857,-4.7612762,-1.3343658,23:04:52,
8.416412,-4.7293396,-1.1875305,23:04:52,
8.588806,-4.7692413,-1.1763611,23:04:52,
8.287125,-4.8187256,-1.2369995,23:04:53,
8.478668,-4.7644653,-1.3902283,23:04:53,
8.5074005,-4.71019,-1.4987793,23:04:53,
8.481857,-4.7261505,-1.6551971,23:04:53,
8.430786,-4.799576,-1.6408234,23:04:54,
8.299896,-4.853836,-1.7206268,23:04:54,
8.298294,-4.799576,-1.7637329,23:04:54,
8.392471,-4.8091583,-1.58815,23:04:54,
7.983856,-4.983139,-1.1396332,23:04:55,
8.590393,-4.9512024,-0.58418274,23:04:55,
8.386093,-4.8586426,-0.71507263,23:04:55,
8.534531,-4.826706,-0.4868164,23:04:55,
8.558472,-4.9097137,-0.46766663,23:04:56,
8.162628,-5.0150604,-0.15483093,23:04:56,
8.237656,-4.938446,-0.78689575,23:04:56,
8.516968,-4.7277527,-1.0534515,23:04:56,
8.4627075,-4.7947845,-0.99279785,23:04:57,
8.523361,-4.86821,-1.0582275,23:04:57,
8.488251,-4.8602295,-1.0997314,23:04:57,
8.416412,-4.893753,-1.0406799,23:04:57,
8.446747,-4.944824,-1.0742035,23:04:58,
8.433975,-4.9097137,-1.154007,23:04:58,
8.371719,-4.916092,-1.2354126,23:04:58,
8.3940735,-4.9480133,-1.2449799,23:04:58,
8.3493805,-4.9288635,-1.243393,23:04:59,
8.604767,-4.9081116,-1.0773926,23:04:59,
8.384491,-5.027817,-1.2066803,23:04:59,
8.365341,-5.008667,-1.2210388,23:04:59,
8.418015,-4.9799347,-1.2689209,23:05:00,
8.408432,-4.941635,-1.3168182,23:05:00,
8.405243,-4.916092,-1.2641296,23:05:00,
8.400452,-4.938431,-1.2290192,23:05:00,
8.339813,-4.871399,-1.2529602,23:05:01,
8.561661,-4.920883,-1.3998108,23:05:01,
8.335022,-4.914505,-1.2721252,23:05:01,
8.093994,-5.163498,-1.3886414,23:05:01,
8.4387665,-5.0006866,-1.2864838,23:05:02,
8.3046875,-4.9272614,-1.4221497,23:05:02,
8.370132,-4.9990997,-1.4349213,23:05:02,
8.342987,-5.0198517,-1.3966217,23:05:02,
8.197754,-5.0182495,-1.4907837,23:05:03,
8.076447,-4.967163,-1.4812164,23:05:03,
6.27919,-5.5130463,0.054275513,23:05:03,
3.9983215,-8.591995,-0.23303223,23:05:03,
1.8993988,-9.655014,-2.0015564,23:05:04,
-1.359909,-8.33342,-4.6112366,23:05:04,
-2.7948303,-9.407623,-5.7955627,23:05:04,
-1.5067596,-8.454727,-5.193817,23:05:05,
-1.4684448,-8.031754,-5.44281,23:05:05,
-1.1955109,-8.124329,-5.525818,23:05:05,
-1.1460266,-8.070053,-5.465164,23:05:05,
-1.0135498,-8.18338,-5.4029083,23:05:06,
-0.9784241,-8.180191,-5.4029083,23:05:06,
-0.8555298,-8.275955,-5.275223,23:05:06,
-0.8555298,-8.275955,-5.275223,23:05:06,
-0.80285645,-8.370132,-5.1379547,23:05:07,
-0.72624207,-8.422806,-5.0629425,23:05:07,
-0.57780457,-8.481857,-5.0134583,23:05:07,
-0.50917053,-8.488235,-4.9528046,23:05:07,
-0.4437256,-8.5967865,-4.8330994,23:05:08,
-0.9002228,-9.147446,-3.5609741,23:05:08,
-0.7964783,-9.313446,-2.9161377,23:05:08,
-0.17398071,-9.958282,-0.6240845,23:05:09,
0.6177063,-9.935944,0.3240204,23:05:09,
1.5163269,-9.07402,1.0662231,23:05:09,
1.6264648,-9.672577,1.2625427,23:05:10,
1.6791382,-9.69812,1.608902,23:05:10,
1.5753937,-9.6167145,1.4844055,23:05:10,
1.5338898,-9.656616,1.380661,23:05:10,
1.4636536,-9.828995,1.2832947,23:05:11,
0.98960876,-9.059662,0.15322876,23:05:11,
0.64004517,-6.916046,0.34477234,23:05:11,
0.3000641,-9.203308,-0.20271301,23:05:11,
3.4109497,-9.045288,6.2392883,23:05:12,
3.8897858,-6.550537,6.1052094,23:05:12,
3.5115051,-7.163452,5.661484,23:05:13,
3.9137268,-7.0884247,5.4763336,23:05:13,
4.9767456,-5.599243,6.41008,23:05:13,
5.0358124,-5.7843933,6.114792,23:05:13,
4.855438,-6.2951508,5.7684326,23:05:14,
4.7022095,-6.754837,5.2656403,23:05:14,
4.9033203,-6.6941833,5.23851,23:05:14,
5.1507263,-6.679825,5.0421906,23:05:14,
5.0390015,-6.9495697,4.689453,23:05:15,
4.963974,-7.066086,4.6383667,23:05:15,
4.9943085,-7.0357666,4.6511383,23:05:15,
5.007065,-6.979889,4.7070007,23:05:15,
5.029419,-6.98468,4.6782684,23:05:16,
5.0852814,-6.813904,4.914505,23:05:16,
5.2193604,-6.3973083,5.300766,23:05:16,
4.7963867,-5.6758575,6.343033,23:05:16,
4.9065094,-5.55455,6.509033,23:05:17,
4.145157,-9.206497,5.189026,23:05:17,
2.466034,-6.8729553,7.2640076,23:05:17,
3.8211517,-2.9831696,7.1299286,23:05:17,
3.9328766,-3.4396667,8.301498,23:05:18,
3.6120605,-4.440445,7.8082886,23:05:18,
3.9248962,-4.3813934,7.7348633,23:05:18,
4.057373,-4.4149017,7.787552,23:05:18,
4.2521057,-4.105255,7.731674,23:05:19,
4.1770782,-4.1132355,7.8146667,23:05:19,
4.0637665,-3.6774902,7.5991974,23:05:19,
3.3023987,-5.1124268,7.573654,23:05:19,
6.161072,-8.454727,6.2903595,23:05:20,
5.1523285,-3.4731903,7.567276,23:05:20,
5.343857,-3.5609741,7.370941,23:05:20,
5.214569,-4.579315,6.951172,23:05:20,
4.8219147,-5.714157,6.2919617,23:05:21,
4.9097137,-5.8610077,6.0812683,23:05:21,
4.714981,-5.9727325,6.073288,23:05:21,
5.0661316,-6.022217,5.819504,23:05:21,
5.1012573,-5.9040985,5.913681,23:05:22,
4.9687653,-5.999878,5.892929,23:05:22,
5.011856,-6.0078583,5.8785706,23:05:22,
5.023041,-6.2903595,5.5864716,23:05:22,
4.9927063,-6.269623,5.6104126,23:05:23,
5.02623,-6.205765,5.6503143,23:05:23,
5.02623,-6.205765,5.6503143,23:05:23,
5.074112,-6.1754456,5.635956,23:05:23,
5.098053,-6.141922,5.6471252,23:05:24,
5.1092224,-6.165863,5.6327667,23:05:24,
5.0932617,-6.1690674,5.619995,23:05:24,
5.0421906,-6.0190277,5.7700195,23:05:24,
5.0900726,-5.0852814,6.684616,23:05:25,
5.0661316,-4.620804,6.933609,23:05:25,
4.754883,-4.8841705,7.1490936,23:05:25,
2.807602,-5.779602,5.688629,23:05:26,
3.0039215,-4.0892944,8.441956,23:05:26,
3.6423798,-3.7700653,8.218491,23:05:26,
3.988739,-3.2066345,8.132309,23:05:26,
4.4292755,-3.1172485,8.122726,23:05:27,
4.149948,-2.8459015,8.539322,23:05:27,
4.2042236,-2.6655426,8.38768,23:05:27,
3.8083801,-2.6591644,8.566452,23:05:27,
3.375824,-2.7581177,8.721283,23:05:28,
3.4348755,-2.2729034,8.845779,23:05:28,
3.509903,-2.7102356,8.636688,23:05:28,
3.5003204,-2.7341766,8.654236,23:05:28,
3.441269,-2.7102356,8.710098,23:05:29,
3.3151703,-2.7341766,8.719681,23:05:29,
3.3854065,-2.7054443,8.702118,23:05:29,
3.4604187,-2.6607513,8.686157,23:05:29,
3.5067139,-2.6831055,8.68457,23:05:30,
3.4348755,-2.7325897,8.679779,23:05:30,
3.5737457,-2.62883,8.702118,23:05:30,
3.537033,-2.647995,8.68457,23:05:30,
3.41893,-2.700653,8.700531,23:05:31,
3.423706,-2.6910858,8.705322,23:05:31,
3.4093475,-2.7070465,8.7117,23:05:31,
3.41893,-2.7102356,8.708511,23:05:31,
3.447647,-2.7325745,8.663818,23:05:32,
3.533844,-2.7485352,8.623917,23:05:32,
3.5737457,-2.6112823,8.671799,23:05:32,
3.6822815,-2.603302,8.623917,23:05:32,
3.6583405,-2.6368103,8.643066,23:05:33,
3.6647186,-2.584137,8.659027,23:05:33,
3.5833282,-2.6240387,8.659027,23:05:33,
3.5913086,-2.6623535,8.652649,23:05:33,
3.485962,-2.6671448,8.671799,23:05:34,
3.5434113,-2.6910858,8.647858,23:05:34,
3.557785,-2.7677002,8.643066,23:05:34,
3.5194702,-2.7341766,8.65744,23:05:34,
3.5434113,-2.695877,8.671799,23:05:35,
3.5051117,-2.700653,8.647858,23:05:35,
3.5625763,-2.6575623,8.681381,23:05:35,
3.5003204,-2.6623535,8.686157,23:05:35,
3.509903,-2.6671448,8.69574,23:05:36,
3.3854065,-2.6910858,8.705322,23:05:36,
3.4667969,-2.7054443,8.700531,23:05:36,
3.5003204,-2.6862946,8.705322,23:05:36,
3.4380798,-2.7533264,8.671799,23:05:37,
3.4811707,-2.719818,8.67659,23:05:37,
3.5386353,-2.6910858,8.6909485,23:05:37,
3.4332886,-2.671936,8.686157,23:05:37,
3.4380798,-2.6575623,8.700531,23:05:38,
3.4524384,-2.6671448,8.729263,23:05:38,
3.4572296,-2.671936,8.729263,23:05:38,
3.4572296,-2.671936,8.71489,23:05:38,
3.4045563,-2.7341766,8.710114,23:05:39,
3.4428558,-2.695877,8.69574,23:05:39,
3.4572296,-2.7485504,8.69574,23:05:39,
3.4284973,-2.719818,8.700531,23:05:39,
3.4428558,-2.676712,8.700531,23:05:40,
3.447647,-2.695877,8.700531,23:05:40,
3.4763794,-2.6623535,8.6909485,23:05:40,
3.4811707,-2.652771,8.705322,23:05:40,
3.5386353,-2.6575623,8.710114,23:05:41,
3.5003204,-2.6671448,8.705322,23:05:41,
3.4763794,-2.7102356,8.662216,23:05:41,
3.4955292,-2.7916412,8.647858,23:05:41,
3.533844,-2.676712,8.652649,23:05:42,
3.557785,-2.6671448,8.667007,23:05:42,
3.6200256,-2.6096802,8.67659,23:05:42,
3.581726,-2.6192627,8.69574,23:05:42,
3.5290527,-2.6240387,8.686157,23:05:43,
3.4955292,-2.6815033,8.667007,23:05:43,
3.399765,-2.762909,8.748413,23:05:43,
3.2561188,-2.810791,8.753204,23:05:43,
3.283249,-2.7565155,8.753204,23:05:44,
3.2960205,-2.7932281,8.740433,23:05:44,
3.2225952,-2.7964325,8.630295,23:05:44,
