angleX,angleY,angleZ,Time,Label
-2.494751,6.2919617,1.7717133,22:53:58,Long Standing
9.299072,-9.23204,9.686935,22:53:58,Long Standing
8.245636,-3.265686,-5.056549,22:53:58,Long Standing
7.1059875,-3.2369537,-4.458008,22:53:59,Long Standing
9.064453,-3.3662415,-4.3861847,22:53:59,Long Standing
8.111557,-2.9017792,-4.098877,22:53:59,Long Standing
8.504211,-2.652771,-3.6583405,22:53:59,Long Standing
8.422806,-2.7054443,-3.7876282,22:54:00,Long Standing
8.585602,-3.1890717,-4.529831,22:54:00,Long Standing
7.9200134,-2.5187073,-4.1994324,22:54:00,Long Standing
8.298309,-2.7150269,-3.6822815,22:54:00,Long Standing
8.53772,-2.7437592,-4.122818,22:54:01,Long Standing
8.097183,-2.7437592,-4.074936,22:54:01,Long Standing
8.111557,-2.1882935,-3.7972107,22:54:01,Long Standing
8.662216,-2.537857,-3.6631317,22:54:01,Long Standing
8.743622,-2.652771,-3.7205963,22:54:02,Long Standing
8.647858,-2.5857391,-3.715805,22:54:02,Long Standing
8.556885,-2.762909,-3.8881836,22:54:02,Long Standing
8.590393,-2.7533264,-3.9552155,22:54:02,Long Standing
8.51857,-2.7485504,-4.01268,22:54:03,Long Standing
8.528152,-2.8778381,-4.0892944,22:54:03,Long Standing
8.643066,-2.9113464,-4.0414124,22:54:03,Long Standing
8.604767,-2.9352875,-3.9073334,22:54:03,Long Standing
8.542511,-2.9257202,-3.8690338,22:54:04,Long Standing
8.638275,-2.8395233,-3.8115692,22:54:04,Long Standing
8.389282,-2.968811,-3.7588959,22:54:04,Long Standing
8.3414,-3.078949,-3.830719,22:54:04,Long Standing
8.441956,-3.055008,-3.8211517,22:54:05,Long Standing
8.604767,-3.0454254,-3.7541046,22:54:05,Long Standing
8.528152,-2.858673,-3.6343994,22:54:05,Long Standing
8.6909485,-2.896988,-3.5673676,22:54:05,Long Standing
8.643066,-2.858673,-3.6008759,22:54:06,Long Standing
8.628708,-2.8251648,-3.6008759,22:54:06,Long Standing
8.65744,-2.7820587,-3.691864,22:54:06,Long Standing
8.705322,-2.8059998,-3.7110138,22:54:06,Long Standing
8.772354,-2.9065552,-3.8642426,22:54:07,Long Standing
8.346191,-2.8874054,-4.027054,22:54:07,Long Standing
8.451538,-2.9400787,-3.9935303,22:54:07,Long Standing
8.49942,-2.9831696,-3.9121246,22:54:07,Long Standing
8.465897,-2.8395233,-4.027054,22:54:08,Long Standing
8.523361,-2.78685,-3.940857,22:54:08,Long Standing
8.508987,-2.8538818,-3.9504395,22:54:08,Long Standing
8.365341,-2.6432037,-3.8115692,22:54:08,Long Standing
8.609543,-2.8059998,-3.691864,22:54:09,Long Standing
8.671799,-2.8826141,-3.8833923,22:54:09,Long Standing
8.398865,-2.9496613,-3.8929749,22:54:09,Long Standing
8.303085,-3.055008,-3.9600067,22:54:09,Long Standing
8.628708,-2.8491058,-4.0701447,22:54:10,Long Standing
8.542511,-2.9257202,-4.0653534,22:54:10,Long Standing
8.3940735,-2.8299408,-4.03183,22:54:10,Long Standing
8.422806,-2.858673,-3.940857,22:54:10,Long Standing
8.566452,-2.8634644,-3.7541046,22:54:11,Long Standing
8.494629,-2.8778381,-3.9695892,22:54:11,Long Standing
8.580826,-3.1459808,-3.988739,22:54:11,Long Standing
8.3797,-3.031067,-3.9839478,22:54:11,Long Standing
8.48027,-3.031067,-3.916916,22:54:12,Long Standing
8.686157,-2.78685,-4.03183,22:54:12,Long Standing
7.972687,-2.9544525,-3.9264984,22:54:12,Long Standing
8.355759,-3.0023346,-3.8211517,22:54:12,Long Standing
8.231262,-3.078949,-4.1132355,22:54:13,Long Standing
8.652649,-2.4085693,-4.194641,22:54:13,Long Standing
8.293518,-2.94487,-4.1611176,22:54:13,Long Standing
8.609543,-2.9400787,-4.237732,22:54:13,Long Standing
8.389282,-3.031067,-4.1132355,22:54:14,Long Standing
7.9631195,-2.8921967,-4.0174713,22:54:14,Long Standing
8.279144,-3.2704773,-4.2904053,22:54:14,Long Standing
8.968674,-3.1411896,-4.6543274,22:54:14,Long Standing
9.121902,-2.8778381,-4.1515503,22:54:15,Long Standing
8.418015,-3.308792,-4.323929,22:54:15,Long Standing
9.155426,-3.4141388,-4.616028,22:54:15,Long Standing
8.039734,-2.9496613,-3.9552155,22:54:15,Long Standing
8.686157,-3.193863,-4.481949,22:54:16,Long Standing
8.2599945,-3.083725,-4.1850586,22:54:16,Long Standing
8.264786,-3.035843,-3.940857,22:54:16,Long Standing
8.456314,-2.8299408,-3.9695892,22:54:16,Long Standing
8.532928,-2.7054443,-4.0892944,22:54:17,Long Standing
5.4539948,-2.9496613,-2.173935,22:54:17,Long Standing
5.281616,-8.149857,-0.39743042,22:54:17,Long Standing
-2.2026672,-9.112335,-3.2992096,22:54:18,Bowing
-3.1603394,-9.112335,-3.4093475,22:54:18,Bowing
-0.5458832,-9.303864,-3.2513275,22:54:19,Bowing
-2.1643524,-9.265564,-2.6815033,22:54:19,Bowing
-1.9584503,-8.614334,-3.9312744,22:54:19,Bowing
-1.6280518,-9.107544,-3.2800598,22:54:19,Bowing
-1.7573395,-9.404419,-3.4667969,22:54:20,Bowing
-2.4085693,-9.461884,-2.4133606,22:54:20,Bowing
-2.245758,-9.935944,-2.3894196,22:54:20,Bowing
0.5793915,-8.868118,-3.4620209,22:54:20,Bowing
-1.3838501,-9.442734,-4.1707,22:54:21,Bowing
-2.920929,-8.786728,-1.9536743,22:54:21,Bowing
-3.1986542,-9.490616,-1.8339539,22:54:21,Bowing
-3.4811707,-9.050079,-1.7765045,22:54:21,Bowing
-3.1411896,-9.160217,-1.4891968,22:54:22,Short Standing
1.2258301,-9.002197,0.05267334,22:54:22,Short Standing
1.632843,-8.00621,0.01914978,22:54:23,Short Standing
-1.5945435,-9.912003,2.489975,22:54:23,Short Standing
1.1492157,-9.332596,1.8770599,22:54:23,Short Standing
1.6041107,-9.835388,1.1827393,22:54:24,Short Standing
1.2641449,-9.600754,1.4652557,22:54:24,Short Standing
1.4173737,-9.816223,1.0151367,22:54:24,Short Standing
1.2641449,-9.782715,0.9002228,22:54:24,Short Standing
1.3215942,-9.667786,0.5027771,22:54:25,Short Standing
1.0726013,-6.502655,0.00958252,22:54:25,Short Standing
3.2465363,-3.8403015,1.8531189,22:54:25,Short Standing
3.0406342,-6.655884,3.7780457,22:54:25,Short Standing
3.3183594,-5.391739,8.197754,22:54:26,1st Prostration
0.8666992,-8.078033,5.1140137,22:54:26,1st Prostration
2.5330658,-7.498642,5.7460785,22:54:26,1st Prostration
5.7508698,-5.0373993,6.253662,22:54:27,1st Prostration
5.23851,-5.420471,6.143524,22:54:27,1st Prostration
5.286392,-5.463562,6.0621185,22:54:27,1st Prostration
6.0573273,-5.2911835,5.5832825,22:54:27,1st Prostration
5.71257,-5.41568,5.7652435,22:54:28,1st Prostration
5.683838,-5.4539948,5.736511,22:54:28,1st Prostration
5.6742554,-5.7221375,5.5737,22:54:28,1st Prostration
5.6311646,-6.071701,5.23851,22:54:28,1st Prostration
5.458786,-5.798752,5.5880737,22:54:29,1st Prostration
5.6311646,-5.707779,5.5641174,22:54:29,1st Prostration
5.688629,-4.2951965,6.6032104,22:54:29,1st Prostration
6.7229156,-2.4612427,6.9000854,22:54:29,1st Prostration
5.9232483,-2.5282745,7.321472,22:54:30,Short Sitting
5.233719,-3.3710327,6.9623413,22:54:31,Short Sitting
5.391739,-4.668701,6.636734,22:54:31,Short Sitting
5.822693,-4.644745,6.3302765,22:54:31,Short Sitting
7.249649,-4.4101257,5.7460785,22:54:31,Short Sitting
6.861786,-4.3670197,5.6311646,22:54:32,2nd Prostration
6.387726,-4.280838,6.5792694,22:54:32,2nd Prostration
3.557785,-3.1220398,5.8562164,22:54:32,2nd Prostration
2.8826141,-3.7493134,6.981491,22:54:33,2nd Prostration
5.104431,-4.7453156,6.8522034,22:54:33,2nd Prostration
5.2480927,-4.8362885,6.545746,22:54:33,2nd Prostration
5.2672424,-5.736511,5.9663544,22:54:33,2nd Prostration
3.7780457,-6.5648956,6.0812683,22:54:34,2nd Prostration
4.299988,-5.73172,6.344635,22:54:34,2nd Prostration
4.7740326,-5.9998627,5.9711456,22:54:34,2nd Prostration
5.023041,-5.9232483,5.851425,22:54:34,2nd Prostration
5.23851,-5.664688,6.1052094,22:54:35,2nd Prostration
5.4013214,-5.463562,6.411667,22:54:35,2nd Prostration
4.9512024,-5.612015,6.478714,22:54:35,2nd Prostration
4.874588,-5.707779,6.210556,22:54:35,2nd Prostration
4.9990997,-5.621582,6.272812,22:54:36,2nd Prostration
4.855438,-5.803543,6.1004333,22:54:36,2nd Prostration
4.5681305,-5.487503,6.3494263,22:54:36,2nd Prostration
4.5681305,-5.487503,6.3494263,22:54:36,2nd Prostration
5.6263733,-5.5114594,6.1483154,22:54:37,2nd Prostration
-3.1411896,-7.6470795,-1.0055695,22:54:37,2nd Prostration
8.216904,-7.1059875,4.0701447,22:54:37,2nd Prostration
4.098877,-3.643982,9.691727,22:54:37,2nd Prostration
0.5027771,-9.792282,3.8211517,22:54:38,Long Standing
2.3175812,-9.595963,2.7964325,22:54:38,Long Standing
2.221817,-9.42836,4.323929,22:54:38,Long Standing
1.4556732,-1.742981,0.45968628,22:54:39,Long Standing
9.284714,-3.3470917,-2.442093,22:54:39,Long Standing
7.642288,-2.7916412,-4.730942,22:54:39,Long Standing
6.842636,-1.4317322,-4.213791,22:54:40,Long Standing
7.7380676,-1.4365234,-4.2760468,22:54:40,Long Standing
8.427597,-1.8674774,-4.66391,22:54:40,Long Standing
8.00621,-2.1021118,-4.2760468,22:54:40,Long Standing
7.967911,-2.6096802,-4.9320526,22:54:41,Long Standing
7.7667847,-2.442093,-4.7070007,22:54:41,Long Standing
7.800308,-2.652771,-4.649536,22:54:41,Long Standing
8.015793,-3.0071106,-4.7931976,22:54:41,Long Standing
8.015793,-3.0071106,-4.7931976,22:54:42,Long Standing
7.7667847,-2.5809479,-3.9552155,22:54:42,Long Standing
8.508987,-2.9496613,-4.534622,22:54:42,Long Standing
8.02536,-2.8778381,-4.9224854,22:54:42,Long Standing
8.513779,-2.8299408,-4.323929,22:54:43,Long Standing
8.12114,-2.489975,-4.438843,22:54:43,Long Standing
8.2599945,-2.6623535,-4.5729218,22:54:43,Long Standing
8.461105,-2.7581177,-4.323929,22:54:43,Long Standing
