angleX,angleY,angleZ,Time,Label
4.371811,-9.006989,4.1180267,22:59:17,Long Standing
0.292099,-9.811432,3.4380798,22:59:17,Long Standing
8.959106,-4.1802826,4.5825043,22:59:17,Long Standing
-2.9783936,4.055771,3.7062225,22:59:18,Long Standing
-4.4963074,7.8290405,3.7445374,22:59:18,Long Standing
-2.0781708,6.076477,-0.6464386,22:59:18,Long Standing
8.85376,-2.0685883,1.1109161,22:59:19,Long Standing
8.791504,-2.6144714,-0.5506592,22:59:20,Long Standing
9.634262,-2.738968,-2.8634644,22:59:20,Long Standing
8.925583,-2.5091248,-2.5522156,22:59:20,Long Standing
8.609543,-2.920929,-3.0933075,22:59:20,Long Standing
9.504974,-2.7724915,-3.313568,22:59:21,Long Standing
8.12114,-2.8203735,-2.8682556,22:59:21,Long Standing
9.275131,-3.10289,-3.447647,22:59:21,Long Standing
9.552872,-3.059784,-3.3710327,22:59:21,Long Standing
8.944733,-2.992752,-3.8259277,22:59:22,Long Standing
8.508987,-2.8826141,-3.69664,22:59:22,Long Standing
8.432373,-2.4229279,-2.9736023,22:59:22,Long Standing
7.9248047,-3.3231506,-3.2369537,22:59:22,Long Standing
8.48027,-3.2369537,-3.313568,22:59:23,Long Standing
8.403656,-2.9879608,-3.4763794,22:59:23,Long Standing
8.939957,-2.9065552,-2.9017792,22:59:23,Long Standing
8.441956,-3.509903,-3.605667,22:59:23,Long Standing
8.12114,-3.375824,-3.5625763,22:59:24,Long Standing
8.863342,-3.3470917,-3.447647,22:59:24,Long Standing
8.710114,-3.1842957,-3.5434113,22:59:24,Long Standing
8.633499,-3.1699219,-3.284851,22:59:24,Long Standing
8.576035,-3.2465363,-3.308792,22:59:25,Long Standing
8.609543,-3.2369537,-3.4045563,22:59:25,Long Standing
8.810669,-3.1795044,-3.265686,22:59:25,Long Standing
8.638275,-3.1890717,-3.375824,22:59:25,Long Standing
8.441956,-3.1124573,-3.6200256,22:59:26,Long Standing
8.465897,-3.1795044,-3.6583405,22:59:26,Long Standing
7.7141113,-3.643982,-4.2712555,22:59:26,Long Standing
8.944733,-2.652771,-3.313568,22:59:26,Long Standing
8.863342,-2.8299408,-3.1124573,22:59:27,Long Standing
8.446747,-3.0502167,-3.5482025,22:59:27,Long Standing
8.188171,-3.0454254,-3.6104584,22:59:27,Long Standing
8.49942,-3.4428558,-3.289627,22:59:27,Long Standing
8.734055,-3.059784,-3.2273865,22:59:28,Long Standing
8.355759,-2.738968,-3.016693,22:59:28,Long Standing
8.365341,-3.806778,-4.0892944,22:59:28,Long Standing
8.336609,-3.2321777,-3.055008,22:59:29,Long Standing
8.729263,-3.2369537,-3.0023346,22:59:29,Long Standing
8.628708,-2.7102356,-3.0454254,22:59:29,Long Standing
9.112335,-3.193863,-2.896988,22:59:29,Long Standing
8.935165,-3.0980988,-3.0406342,22:59:30,Long Standing
8.307877,-3.85466,-3.5482025,22:59:30,Long Standing
9.639053,-3.4428558,-3.1555634,22:59:30,Long Standing
9.289505,-3.4093475,-2.537857,22:59:30,Long Standing
9.121902,-3.7780457,-3.2944183,22:59:31,Long Standing
8.36055,-3.7014313,-3.2704773,22:59:31,Long Standing
8.422806,-3.7205963,-3.1986542,22:59:31,Long Standing
8.336609,-3.327942,-2.8012085,22:59:31,Long Standing
8.743622,-3.423706,-3.0071106,22:59:32,Long Standing
8.710114,-3.4620209,-3.10289,22:59:32,Long Standing
8.662216,-3.4428558,-3.0980988,22:59:32,Long Standing
8.580826,-3.5003204,-3.0406342,22:59:32,Long Standing
8.585602,-3.667923,-3.3949738,22:59:33,Long Standing
8.667007,-3.1699219,-3.150772,22:59:33,Long Standing
8.638275,-3.1747131,-3.031067,22:59:33,Long Standing
8.877701,-3.0406342,-3.4620209,22:59:33,Long Standing
8.590393,-2.8921967,-3.6152496,22:59:34,Long Standing
8.667007,-3.423706,-3.4189148,22:59:34,Long Standing
8.3940735,-3.3040009,-3.605667,22:59:34,Long Standing
8.67659,-3.1172485,-3.375824,22:59:34,Long Standing
8.542511,-3.1459808,-3.4284973,22:59:35,Long Standing
8.451538,-3.1842957,-3.3423004,22:59:35,Long Standing
8.738831,-3.1124573,-3.3183594,22:59:35,Long Standing
8.595184,-3.1986542,-3.3183594,22:59:35,Long Standing
8.652649,-3.0933075,-3.4380798,22:59:36,Long Standing
8.652649,-3.10289,-3.3710327,22:59:36,Long Standing
8.18338,-2.6623535,-2.4612427,22:59:36,Long Standing
7.455551,-2.9640198,-2.8203735,22:59:36,Long Standing
9.299072,-3.2369537,-3.1699219,22:59:37,Long Standing
8.063675,-3.265686,-3.1172485,22:59:37,Long Standing
9.289505,-3.1603394,-3.69664,22:59:37,Long Standing
8.638275,-3.4620209,-3.5625763,22:59:37,Long Standing
8.240845,-3.083725,-3.284851,22:59:38,Long Standing
8.3940735,-3.3710327,-3.6391907,22:59:38,Long Standing
8.451538,-3.3375244,-3.5960846,22:59:38,Long Standing
8.623917,-3.3662415,-3.7205963,22:59:38,Long Standing
8.3797,-3.3375244,-3.6870728,22:59:39,Long Standing
8.236053,-3.447647,-3.624817,22:59:39,Long Standing
7.881714,-3.6583405,-4.108444,22:59:39,Long Standing
8.619125,-3.3423004,-3.782837,22:59:39,Long Standing
8.298309,-3.3423004,-3.8019867,22:59:40,Long Standing
8.513779,-3.1842957,-3.5529938,22:59:40,Long Standing
8.643066,-3.2513275,-3.6583405,22:59:40,Long Standing
8.561661,-2.355896,-3.6535492,22:59:40,Long Standing
8.786728,-3.5386353,-3.3901825,22:59:41,Long Standing
8.451538,-3.0119019,-3.6535492,22:59:41,Long Standing
8.169022,-3.241745,-3.7876282,22:59:41,Long Standing
8.67659,-3.055008,-3.5482025,22:59:41,Long Standing
8.173798,-3.2561188,-3.7253723,22:59:42,Long Standing
8.667007,-3.5482025,-3.1603394,22:59:42,Long Standing
8.441956,-3.1076813,-3.4332886,22:59:42,Long Standing
8.705322,-3.351883,-3.4284973,22:59:42,Long Standing
